block_timestamp,source_tx_hash,blockchain,destination_chain,source_amount_numeric,bridge_kit_fee_total,bridge_kit_fee_circle_collected,bridge_kit_fee_dev_collected
2026-02-23 11:13:44+00:00,0x10f2298499c15fef97c3fc71924e650320139a201cd8a70046d0b4cda1a8300c,ARB,SOL,0.100000,0E-38,0E-38,0E-38
2026-02-23 10:53:29+00:00,0x0c30e3246a9d31da170d080d66f3af851bf5bb9d35f6e163b486742cd5272abb,ARB,SOL,0.100000,0E-38,0E-38,0E-38
2026-02-23 03:08:12+00:00,4ccUBRwBqdY2gvURh3UrdvGu7BdNKREtc525Qco5FM2cnZsX4G6oiftt6nVvZajvx5GRGCzQxHvaftt6L9gCHwnm,SOL,ARB,1.000000,0E-38,0E-38,0E-38
2026-02-23 03:03:29+00:00,3AfqVnEFtZsA3hQXpDwF65goqKQttSFSTkfjrnjcS4Vqr5r5j9zcVtEJeNBpt8daMgKiWd1ZMndiEYtnyFm1Xsnd,SOL,ARB,1.000000,0E-38,0E-38,0E-38
2026-02-23 02:56:43+00:00,22eLuKhmaeZGsPrsGAKi8BA8hP6CzhVE2u4LcaL4JgMCmgEvfKho8ATGa4DPd7fjxi2SdMPrTxh32RDYu2Rnnuew,SOL,ARB,1.000000,0E-38,0E-38,0E-38
2026-02-23 02:51:28+00:00,2tFoJcCjfXfCQXDnjqeNVpXTsbLMrtDhntEM9mHZyb5xNsnjmPKXsEg7nfY3r49MHJDYMjR54MXM1Csp6yK4U7PH,SOL,ARB,1.000000,0E-38,0E-38,0E-38
2026-02-23 02:48:19+00:00,CxpYrLgMDz5NSE8Hgy6jJq66tDWdhVMTuJbTweCbXPpQFTdNh9seJs7a79PTRkJRpectsMMa8iRy9pFL8K2e79E,SOL,ARB,1.000000,0E-38,0E-38,0E-38
2026-02-23 02:43:43+00:00,552u39HMx6dtsLCBq3e9V2hsZb2SWJwe1F4XKfewiMR1GHNGzprqyxqGSyWiHxj848GstBDX1CSRSAvEGj9B6mVM,SOL,ARB,1.000000,0E-38,0E-38,0E-38
2026-02-23 02:14:31+00:00,2phrc5F7fMELQspz6z3vuphWaWVhTKtairszyfsfDAx1x3MF23LUAwHumVPiUcdX5RQpqs12q2uSvek9yMZexnyR,SOL,ARB,1.000000,0E-38,0E-38,0E-38
2026-02-20 19:44:49+00:00,0x51497f895b852d2bf21083313de1880fa0532f04136864f720817b1ebab5f768,BASE,OP,7.570000,0E-38,0E-38,0E-38
2026-02-20 19:44:09+00:00,0x27bfe225f3bc37a79a10ca7c0b10a4842b17e59e19558ddbe61d6ad615a590ee,BASE,OP,7.570000,0E-38,0E-38,0E-38
2026-02-19 06:06:12+00:00,4BR1GvR7DiMJeV8kc1euQU2HPn9PU1mPfELqyYhbLXGgwASzJTW5xdXR9BzAKrPDbLDskMxpiSQadznCh7n1JfeE,SOL,ETH,1.000000,0E-38,0E-38,0E-38
2026-02-19 05:48:01+00:00,0xf77a8f900f044282e9f271d3998b67e8d6bb5eaf65c0b36c9e579b6a2579119e,ARB,SOL,0.010000,0E-38,0E-38,0E-38
2026-02-19 05:38:14+00:00,0x831685e53a708ea1a9fc90957c09483b031f390bbff129434239c1a6faaf5808,ARB,SOL,0.010000,0E-38,0E-38,0E-38
2026-02-18 18:12:30+00:00,2qthP1W5znqkYRtgrLjRBQc1nwPSSPKhMm13T3PUsGppJozn5kpiCBqveXKmA4FdSc9zFujJbBqgWjSqXRD8KFwL,SOL,ETH,0.010000,0E-38,0E-38,0E-38
2026-02-18 18:01:47+00:00,5Y9kWRVwNYLTCJXJeVWQ37c4oqmcTab17L54my5eZaD9z8VBriP9io6BNtKbfEjtMkSMLto3uMV5Ws2sYhrbvY5x,SOL,ETH,0.010000,0E-38,0E-38,0E-38
2026-02-18 17:19:49+00:00,3jyRFKLsGSf42o8LMZbFyC43pW8FqSiQoXcBRaEGLQGj15eNKR826Lj82sxgqGhsSgyKHnmqiF2BWvJoHuUuSA4L,SOL,ETH,0.020000,0E-38,0E-38,0E-38
2026-02-18 16:56:19+00:00,vNLoLZLDEtfkCotFb39C9yNGex9yjvPqQ76HKmtdYMHXzc1TnS36NBs7eNQrZFechM1Aw6VQwMjfJ2ZELuT3DHE,SOL,ETH,0.020000,0E-38,0E-38,0E-38
2026-02-18 16:46:08+00:00,4uEtY9xmGKijAmUeYDns5FjmbBj31PySQRTQRcaPXiYaENJbUhE3ZoANy8KudEQeefUwwRVWHBsejszxAKfeEj5f,SOL,ETH,0.020000,0E-38,0E-38,0E-38
2026-02-18 15:07:11+00:00,0x1e1274af89f4609d3fb0681dd44c9e540a53b8aa185e36f19ccb228a0e0481d6,ETH,SOL,15.000000,0E-38,0E-38,0E-38
2026-02-17 19:43:59+00:00,0x85e1397e0a3bc2bb6f740f428bc7fd462d5cca80d5fb1e3b023cc93e207d5a30,ETH,SOL,0.291061,0E-38,0E-38,0E-38
2026-02-17 12:47:29+00:00,2Ki9hVFC5WxDXVqUHgxfrMuDpcv3nZbmCUcrsYicyispWcuq5KLqc7j75TkvSLVinTqKxF7Ziu9kddcYz5mRPT34,SOL,ETH,0.010000,0E-38,0E-38,0E-38
2026-02-16 22:39:23+00:00,0x9d38b1b0edfa89e1ab51c899af19ce8b472371ae6b183d309b6495a326f83837,BASE,SOL,0.222412,0E-38,0E-38,0E-38
2026-02-14 11:32:24+00:00,2bWujbvbvuDgD7BW6EqsyvmhPiEZrsE8DiXCVzct9N8XkryBFEM8SJrHkmrYPiX9xgFYNaBojFwFwgppiZv4URak,SOL,ARB,1.000000,0E-38,0E-38,0E-38
2026-02-13 19:30:23+00:00,0x09072d14e9e0e494405bde03d25fae56e1ab9d4b7a53fc4c427631a0a4a7b486,BASE,POLYGON,0.250000,0.01000000000000000020816681711721685133,0.00100000000000000088817841970012523234,0.00899999999999999931998839741709161899
2026-02-13 10:05:40+00:00,0x2356052e3c776cb017d512e8d7b486d513aaaf2c20f29e31bbbad8ca2ebe0243,ARB,SOL,2.000000,0E-38,0E-38,0E-38
2026-02-12 20:04:37+00:00,0xd185adae0ef9db313f609f7c4a6896c9e24f05688c05d7ddcfb485c9173eb29b,BASE,SOL,11.000000,0E-38,0E-38,0E-38
2026-02-12 19:59:13+00:00,0xd48c3ca194304c77ce2d64e19df5700a53f6ecea57d8e67ccacdb736d3844b9e,ARB,SOL,11.000000,0E-38,0E-38,0E-38
2026-02-11 15:50:36+00:00,0x6bb3cfc2044fe938df451aac04b6b4f68739062fe7381a2a9c4fee58e222019a,AVAX,POLYGON,15.000000,0E-38,0E-38,0E-38
2026-02-05 16:18:34+00:00,45Vb89fhZn1bHba7aEVRYRZZKrKsQ9PG1Z2BLjd4Wv38AhvKq3KMm3meKXdQJGEKpP76uqMT2wrG8LP4VLJeCJ28,SOL,ARB,0.010000,0E-38,0E-38,0E-38
2026-02-05 16:11:09+00:00,5fk2YyvNiyx84creZ2cZq3PiNfRDp9K7U4T2B523CfLt3U6rkWe2X7ivy2raGXnxoeZJtSntvCrdt8NmiNN9jaVP,SOL,ARB,0.010000,0E-38,0E-38,0E-38
2026-02-05 16:06:56+00:00,1HgSE3LMDwQPFPhZptLd8typuLhkSnzw8osSapemUKx415mU7Z1eGGmGYBcJkXkdAv4ypMLXDKyd3Ct24aReeCv,SOL,ARB,0.010000,0E-38,0E-38,0E-38
2026-02-05 11:12:38+00:00,2ozrPQ7fdrfdFwah2nTCWns9tSAXWMPc4eLTGVufaQz3Duxr8k6KJRCounxGe2FW66SWHEpFd6Kc7E6MwGCNFH3v,SOL,ARB,0.010000,0E-38,0E-38,0E-38
2026-02-05 10:59:47+00:00,fqAt2ZqE3AZQLkPuSXjkAYqCqY32WPxKB2SvHsTfNwdPgomRNWh7DnxZ1gpf6Vc3ZboPfzV6Quq3cpMjWtHjijC,SOL,OP,0.010000,0E-38,0E-38,0E-38
2026-02-04 11:35:43+00:00,4QR7uboc3s6rt8EX5i2vurRCS3hNawDoJ3Tgwfo1N2mFtf9UR7jHf7ZzeQMDiUXzstP52nkkWaugkaTpwEyQieyC,SOL,BASE,0.010000,0E-38,0E-38,0E-38
2026-02-04 11:10:03+00:00,5ZU1RzAZsUzAuDC8TwAXyv1RXH8Y7agvoCs1t2YS9mmCFKrveTw2qje4nNQZ3vLNSzodzSnk767F4hTDB93V3TmU,SOL,BASE,0.010000,0E-38,0E-38,0E-38
2026-02-03 04:05:47+00:00,0xcb84b7fa0666457e3f5d1e2e800f1f39d6e868e939c383e76cd2114d5afb52e2,ETH,SOL,3.000000,0E-38,0E-38,0E-38
2026-02-03 03:48:59+00:00,0xb997dd9686cb96ce65aee674b72dbab693681010c2eab0fad93e410d934d2edc,ETH,SOL,3.000000,0E-38,0E-38,0E-38
2026-02-03 03:27:47+00:00,0x7ab1baec01511c349c63670d6fc3365b806c812b88e47ff693e97d3673aeb86d,ETH,SOL,3.000000,0E-38,0E-38,0E-38
2026-02-02 16:26:35+00:00,0x07f82d4e4ed5bf3afd4bf334093a3c97702228a2cd27dc044366fad166716d80,ETH,SOL,3.000000,0E-38,0E-38,0E-38
2026-02-02 16:07:47+00:00,0xfab15ad5946b1736db1c8a2ae47f69b6b984f3d6a9adfe23ff506e4bd4d7843d,ETH,SOL,3.000000,0E-38,0E-38,0E-38
2026-02-02 11:57:47+00:00,0xb1286ce011f384f050edde81875f16b7fadabbbeee45116ed556870d85b7ce58,ETH,SOL,3.000000,0E-38,0E-38,0E-38
2026-01-31 03:13:59+00:00,8RZF1DT4vxNE788EE6F2th1muQUMWF2pbkUk9WT4shCA9ScugUti3WMrLU5tVy1D6R3g9LbDFpLVXiJvronP7VJ,SOL,AVAX,1.000000,0E-38,0E-38,0E-38
2026-01-31 03:12:55+00:00,5nvFEA628u2U97XoUxSNDHEs7mruoHRmXZBswEsf82tYTbKLZUXguFCJgrymMJUS11ki3YbTZzWzoqPxvmAdsAjQ,SOL,BASE,1.000000,0E-38,0E-38,0E-38
2026-01-30 18:54:25+00:00,YqBmmTDKrhkafXiEQcqjLDRMvp4wgj2x34DmDgc9wsVU8rjpR8pYpyEy9atUhGXuEPhNznGCxZGvMnpw8unrRTA,SOL,OP,1.000000,0E-38,0E-38,0E-38
2026-01-30 18:52:04+00:00,5gVGC5A5GEBp3KctQETT4nV2TcBGwXCVdh9vZMd8GQiCWtBKnoRqyrH4998x49fGArwW5Lp8E3Hx549NNDQWs7fQ,SOL,BASE,1.000000,0E-38,0E-38,0E-38
2026-01-30 01:51:35+00:00,0x3eb9245aa900c3d32b855be9a719ee74e79388a8442bbe0c05c4eebfc04a37f0,ETH,SOL,1.149690,0E-38,0E-38,0E-38
2026-01-29 12:40:19+00:00,2Uxjka9mE6trHCmcSbvkattZAF9xuvyjottDu3KKewvySStQ2a3v6svzscYVgaZPqSXuHWCBkPqRvxvXV2fwyMAK,SOL,ARB,0.010000,0E-38,0E-38,0E-38
2026-01-29 12:35:47+00:00,0x701f9b01c5ff41785b2bf5070b393d6d158e3a225ea1ea1be5a803556a66c54f,ARB,BASE,1.000000,0E-38,0E-38,0E-38
2026-01-29 07:25:00+00:00,0x7979f1e9cf40784c05944e91525281e62a3838690f44370f8494b7c24790c4ca,ARB,SOL,0.010000,0E-38,0E-38,0E-38
2026-01-28 23:27:53+00:00,0xe053c88b2bba10ed8fdf875960a00caf1a00a5313b35708363a0be37cdbfcc1f,BASE,POLYGON,1.340000,0E-38,0E-38,0E-38
2026-01-28 23:26:01+00:00,0xc5c639884e15222e93ef9339886f4050e0036691ecc9a870d9478ab9f15cc90e,BASE,POLYGON,1.340000,0E-38,0E-38,0E-38
2026-01-28 23:24:09+00:00,0xc0126f70ccf1081a41ae5e1626f79aee6e8b1f4bc16adca1e264ab815f15d0a1,BASE,POLYGON,1.340000,0E-38,0E-38,0E-38
2026-01-28 23:23:34+00:00,0x4f46e361a8cdc3203b391fc9703f0beb3c64dc52cc025cebc2ab4541d0a95cb4,ARB,ETH,2.226239,0E-38,0E-38,0E-38
2026-01-28 23:20:35+00:00,0xe4529a930ca99f52e0bb747b72afb70d05339e75480e646028933214fd3737db,BASE,POLYGON,1.340000,0E-38,0E-38,0E-38
2026-01-28 23:12:47+00:00,0x9ae8a7aabdcce5981af801b23c5d29ace7227a2d9ce127b11be211a7354ece6d,ETH,BASE,5.000000,0E-38,0E-38,0E-38
2026-01-28 22:46:57+00:00,0xcef42e34f390486b6a4bd86fba89370796de9190a423ed7106d621be7013bac2,BASE,POLYGON,3.320000,0E-38,0E-38,0E-38
2026-01-28 22:44:49+00:00,0x5f8d31a6b71c12158d222de0cd9c18c40a799155469d3532890db4a38e27b1bb,BASE,POLYGON,3.320000,0E-38,0E-38,0E-38
2026-01-28 22:41:47+00:00,0x371b2e6f9e349a581d06613ce6d60942a1c5fcf369c4e80c37d17839f05801b0,BASE,POLYGON,3.320000,0E-38,0E-38,0E-38
2026-01-28 22:33:59+00:00,0xd7683c217e18f3fa6c94ef3c2d147225c5bb20e67b95dbe57de6481241f14306,BASE,POLYGON,3.320000,0E-38,0E-38,0E-38
2026-01-28 22:30:39+00:00,0x91f09f9fae0851b49d0c414efdedfcbe410680525f600dc93293963f437b890c,BASE,POLYGON,3.320000,0E-38,0E-38,0E-38
2026-01-28 22:29:01+00:00,0x728ae14e1622f54a5615d7963009b020072c1cd3e45c744283b1bc4396116e85,BASE,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 22:26:11+00:00,0x5b812978946bcd2eda2ddb16fade25077ebfe3de33266614b7c53e627846cd67,BASE,POLYGON,3.320000,0E-38,0E-38,0E-38
2026-01-28 22:25:37+00:00,0x35a0c7dcdfdfd25376827030b600da24ec426b13fb206ee7ec54054d97704033,BASE,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 22:21:07+00:00,0x63efbb766f5078d93b930b5d98eb73013d8950baf85e24edcf260f6b89e0323e,BASE,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 22:19:55+00:00,0xdf6305a864e9a69a2b8845cb4a70ac096fd9cd3b2bd8d14ab7ae901da4043aa8,BASE,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 22:09:43+00:00,0xfa5bba0e4743db859db1d92268a0f797bb4f306fb876c6d3d9549d524459eda8,BASE,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 22:07:43+00:00,0x6e3056a15b3a41d84e4ca8c713c4186d9dac890ce1e23cc34a1cde58a013ac77,BASE,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 22:04:35+00:00,0x499785fcf4ab76dfe72d992087b63e0dc10d71916dcf5d256a1cc275925dc41e,BASE,POLYGON,3.320000,0E-38,0E-38,0E-38
2026-01-28 22:00:15+00:00,0xc6ae2ce2a172f8523adbfddb57bdb22d35afa33f6503f09a0f23eadbaf227860,BASE,POLYGON,3.320000,0E-38,0E-38,0E-38
2026-01-28 21:59:33+00:00,0xd3de8fb4922c33856a2de5c2480130d5a363ea2da13c2ffd76e4b36efc845471,BASE,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:55:09+00:00,0x4c99af1fa826689c8bb1b62f0c7240aa5c2eda06f0e2a6a6f285dbb1f224394a,BASE,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:54:09+00:00,0x7c83ad40a1fcf850e23ffba9e928fd62dd167f128eddabcc2e3c603f8c1a4b4a,BASE,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:38:25+00:00,0x059ef5e2d75850ffb973dfd9da57c26af2bc637aed2bb2f4cf0b859761a7b5a5,AVAX,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:33:13+00:00,0x649fad567608e5975503dd577b5ba7f8477d22ace9665a250d00a9d541d2c969,AVAX,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:32:01+00:00,0xb64348931f551cfee18e97381edfe9488964c4c3f2c2f653c6fee4fd61585c4a,AVAX,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:27:30+00:00,0x01f8fd37dfb9e9285d3daf7f72934a6ffda13ba7b04191dfc4ce32b726f08bb2,AVAX,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:25:32+00:00,0x69c2d93bb1289864e097599569d8543556acda634312176a0026f3f8b412523f,AVAX,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:22:00+00:00,0x6cb4529b6ea64076eb7f2681ac264714143c8516397149213cd64e17841f43df,AVAX,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:19:34+00:00,0x6355e2d3d9df3d1c5bd5344c8900cdf127fe5924cb87d90c59ed0c3eff88646f,AVAX,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:16:18+00:00,0xd81a105d207cdb5b77466a3f92ce3a48f9b2f3a947fd1ebdfb9fd8ad955ccd6f,AVAX,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:14:23+00:00,0xf87afcb97bb5700e46b8a074485a7522217a00940a0438bc29b0d52303e9723f,AVAX,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:12:28+00:00,0xd7b3e43ae01f3fe7ad506527257ccb1af0ed9105243433ac5ad1a1819f56f530,AVAX,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:09:33+00:00,0x817f60f637f82e5bd1115ebdda7e297d1dfe2df9cfba0f5c8a2fc1a49bacd261,AVAX,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 21:07:25+00:00,0x38325a513de0aad116fde715fc6041405b84057fec6535467220c5135c89679f,AVAX,ETH,7.290000,0E-38,0E-38,0E-38
2026-01-28 01:01:46+00:00,5EEV5cfdtg8MzbPBdFYqUTc1wCRUHUf84r6zdv5LrhH4n8ZStTKDMGFCbZAkyiVSMjYYS2xkGdsMcQy5u11tD1kw,SOL,MONAD,0.000100,0E-38,0E-38,0E-38
2026-01-27 23:10:11+00:00,2N7CWCBgsnKBV5pKy8yvVmMsqZRNWjcvqZPdY1vobHrieHLHEYGF1XKjLh68WCwLVRfyioKscPp1FYQaDvKwpo2S,SOL,MONAD,0.010000,0E-38,0E-38,0E-38
2026-01-26 13:58:12+00:00,0x36d2d51e159270c6c78a9642d727412c69ff37a62070ebaf7903036c089d6283,ARB,SOL,0.010000,0E-38,0E-38,0E-38
2026-01-26 13:47:52+00:00,0xbfe5cad65224d0f96e8d8c40133ee401c11da9f7da06f26c16269935d99941b9,ARB,SOL,0.010000,0E-38,0E-38,0E-38
2026-01-26 13:24:42+00:00,0x424729674e74bc9efb0b3b905f8e0ddb0302916b43c5917ca75d30fa6b24057a,ARB,SOL,0.010000,0E-38,0E-38,0E-38
2026-01-26 13:13:21+00:00,0x4523e9f6db95e635769bd93dc701a063eb9bd77a04a8def48e457b6eb657b787,ARB,SOL,0.010000,0E-38,0E-38,0E-38
2026-01-26 12:17:54+00:00,0xbd55bea9846ff0d424eefc89bcaa12c81dc61327319abd34006fd485e9c12b7a,ARB,SOL,0.010000,0E-38,0E-38,0E-38
2026-01-26 10:32:10+00:00,0xcb528487858877c48a24b10818bd75b227356baba69a139b28de54a16c6b1763,ARB,SOL,0.020000,0E-38,0E-38,0E-38
2026-01-26 04:55:15+00:00,0x608cd6104acd0029b58639e1810a449d1dee1f0238d311a815d2afc86a1be416,BASE,SOL,0.010000,0E-38,0E-38,0E-38
2026-01-25 20:40:47+00:00,0xaaf0ee0266b374f556e0666f3fd00c44e523c0f680440c4d69717ccbb62c03ff,ETH,SOL,2.549181,0E-38,0E-38,0E-38
2026-01-25 19:39:11+00:00,0xc7df19c0b69a449a7479a23f3cf043e39c83c9eff162c921a061e616dfc103b8,ETH,SOL,1.049948,0E-38,0E-38,0E-38
2026-01-22 16:11:26+00:00,0x70da5479e5a683a6ae6cdd163c1f55fca151a0e8c3dbbbc0cde6028ecfc72a9e,POLYGON,SOL,0.480000,0E-38,0E-38,0E-38
2026-01-21 21:03:14+00:00,0xe1f4340741491fbacee4610abd7774f3beb4f3bdffa988891820f58eea2dce4b,ARB,SOL,155.893565,0E-38,0E-38,0E-38
2026-01-21 18:53:17+00:00,qszzGdHLpK1r1nSnJtr3NBngRAySdymxc72ESc4ZY9ZL2byB7NUGwZZuk8Uv7srR2wjQbVZQZgb6e2yEY93y6UW,SOL,ARB,0.001108,0E-38,0E-38,0E-38
2026-01-21 18:24:21+00:00,4aePMKzHv47y1LH8S71NWecVrtQXaWVtokyEbDWZmPtqBYB8X2wGLCAYmneM9a8PgmsgtLDLKLBSj4QTucVbhmQA,SOL,ARB,0.000945,0E-38,0E-38,0E-38
2026-01-21 17:24:59+00:00,0x8a437698048c278d2f79c886d5c4295636ba2b9f85f64154609fe9f298049123,ETH,SOL,3.598952,0E-38,0E-38,0E-38
2026-01-21 01:28:41+00:00,0x5b48790d48871288356b3136fea9c1f9ca9ba9983c567b52aac533eea69e98b6,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-21 01:19:35+00:00,0x2d7510cd9fea6ab85315482c81f89492afc2042c4dfb8948bf6697a5c08da697,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-21 01:16:39+00:00,0x3f2aa506d15f0a8c289487a41f20b4ed3492c2db8576da7ccfa01223bd0c6a94,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-21 01:11:07+00:00,0x7efee18a2ede2acf62e65ad224749b7174120f392553ac366f8cda33600e5ad4,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-21 01:06:25+00:00,0x97dc73e02f9449148f3ae0f08fe4047fe38aa113501105f65895b35d8a3f7cc8,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-21 01:04:39+00:00,0x1f4021fc7f3197eadc4b671a2f87742a18e0d43a8f5e0e8f095189c0984d50c8,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-21 00:29:11+00:00,0xd6742b2d8d7c085e1bb99483433cefc8a0cc821730dbe4131cb1b008508f572b,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-21 00:16:27+00:00,0xe41c9591e4c46912008df75facfce3bd4f90676367b58362083818f88d258d5e,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 23:21:21+00:00,0xc942c4c1ca319493231770c36fe75d7f308766f2eac627440d6a5a9da509e0db,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 23:20:25+00:00,0x34b5ffa4562d46bacd30c4fc73c3364df053cf034206c447e5f77845cbc37cb5,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 23:14:47+00:00,0x82e8d22a0522388ae2133f39658344b69ce69436b6926542fdda2e9e22ed6489,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 23:13:23+00:00,0xd18518eaea7130424e714bd0b71f6ce6e334cd2416a5dc01748d6e14ea9c04d2,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 23:11:59+00:00,0x74185f79461c47300d9137072352ca08d9ef7def575b11a4cb722249ddfc47fc,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 23:10:53+00:00,0xf01fc6b19a3d4a63271ce7337e29e0ac6888b284e7afa15aed30f552abfd1883,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 23:09:55+00:00,0x4a5ec6b1c1844a530a7ef02c6b804cf1ce6cf977c5752ba8fc9b8a61cb6665a8,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 23:08:55+00:00,0xebb8a9b8141e3555feb729b150594370d6f71cc3f47bab381e3c7b796c49683e,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 23:06:41+00:00,0x969ed278f23be04b48d5cec4353baf60160c900b8c28b54eec33a78be6ddefff,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 23:05:55+00:00,0xc866c1b40ca627052e31bb43cd1576f66d58b7ae0c854264d6fbb0af8eecd9b0,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 23:04:29+00:00,0x5b21d52323743642a3ad30be9f0a8436aa80ad9e3b8bf2434d13e16bd904c2e3,BASE,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 23:02:59+00:00,0x06e5507d6d9453943b3a71de9582d6689efaf3a6f8401cbb159b0b3372962685,ETH,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 22:59:59+00:00,0xef0e59d2a27af87695829087c014920b38a8f505bafb285c722517ff53a09b10,ETH,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 22:57:59+00:00,0xbc1fdffcaa4943ea4ad8edc83c4be12c170ef18687e53768e0abb9bbcc7fe227,ETH,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 22:55:23+00:00,0x95fc38418f4b4a2b888318a5e63e0c0564df07b50246174ff964584eb16cf2f0,ETH,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 22:52:11+00:00,0xe907cd3c72cbb511bf08f56f9788112fe34da9a924257b73242f00b1bd18c16e,ETH,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 22:48:59+00:00,0xfb435b3fea18d41368422a5dc724259dd4f3f0545c19a29be452ab791ad2dd1b,ETH,SOL,0.001000,0E-38,0E-38,0E-38
2026-01-20 22:47:35+00:00,0xf705e6c8d3245ea2dcf5b1c535a103b22b92195a7fac4454177854b4813db6ea,ETH,SOL,0.010000,0E-38,0E-38,0E-38
